action,month,day,hour,count,sum,avg,std,step
CASH_IN,1,91,15,14,27650,1975.0,2520.2831037557908,2175
CASH_OUT,1,91,15,5,62950,12590.0,15022.874225660016,2175
PAYMENT,1,91,15,103,1157555,11238.398058252427,18284.740412908443,2175
TRANSFER,1,91,15,168,2312855,13766.994047619048,65288.1495793148,2175
CASH_IN,1,91,16,3,3150,1050.0,0.0,2176
CASH_OUT,1,91,16,3,13000,4333.333333333333,5344.233652576703,2176
PAYMENT,1,91,16,124,1777295,14333.024193548386,43531.2937563898,2176
TRANSFER,1,91,16,151,2052815,13594.80132450331,61593.321496411154,2176
CASH_IN,1,91,17,6,47105,7850.833333333333,11289.831892754944,2177
CASH_OUT,1,91,17,8,72165,9020.625,12375.692314689191,2177
PAYMENT,1,91,17,133,1906700,14336.09022556391,46649.63740293305,2177
TRANSFER,1,91,17,185,4729980,25567.45945945946,160868.86439865467,2177
CASH_IN,1,91,18,6,9365,1560.8333333333333,1087.7059192018155,2178
CASH_OUT,1,91,18,4,35045,8761.25,7001.297945143219,2178
PAYMENT,1,91,18,125,1388700,11109.6,16568.4531005511,2178
TRANSFER,1,91,18,168,1672625,9956.10119047619,21462.63566685467,2178
CASH_IN,1,91,19,6,15600,2600.0,1447.4114826130128,2179
CASH_OUT,1,91,19,7,60750,8678.57142857143,10086.371049707668,2179
PAYMENT,1,91,19,152,1334255,8777.993421052632,18040.283466993882,2179
TRANSFER,1,91,19,158,1674980,10601.139240506329,37316.412062300675,2179
CASH_IN,1,91,20,5,44605,8921.0,11129.22751137742,2180
CASH_OUT,1,91,20,5,48950,9790.0,11693.02142305401,2180
PAYMENT,1,91,20,138,1084435,7858.224637681159,13616.886559059976,2180
TRANSFER,1,91,20,190,2161610,11376.894736842105,25383.9322817427,2180
CASH_IN,1,91,21,5,11850,2370.0,1229.6340919151519,2181
CASH_OUT,1,91,21,7,112200,16028.57142857143,11868.510758264814,2181
PAYMENT,1,91,21,155,1811475,11686.935483870968,34287.30305958326,2181
TRANSFER,1,91,21,199,2475325,12438.819095477387,25811.93582527115,2181
CASH_IN,1,91,22,6,19250,3208.3333333333335,3622.211571218151,2182
CASH_OUT,1,91,22,6,202950,33825.0,60028.199623177105,2182
PAYMENT,1,91,22,167,1843640,11039.760479041915,27384.527245735044,2182
TRANSFER,1,91,22,198,6296095,31798.459595959597,226084.33503170178,2182
CASH_IN,1,91,23,6,49050,8175.0,11389.457844866893,2183
CASH_OUT,1,91,23,6,50000,8333.333333333334,9542.990446745016,2183
PAYMENT,1,91,23,140,1628480,11632.0,32332.486579557506,2183
TRANSFER,1,91,23,213,3219010,15112.723004694835,36133.84059225502,2183
CASH_IN,1,92,0,6,37160,6193.333333333333,11475.376101316535,2184
CASH_OUT,1,92,0,2,19050,9525.0,11278.353159925433,2184
PAYMENT,1,92,0,142,6028965,42457.5,211611.23942832905,2184
TRANSFER,1,92,0,208,3536060,17000.28846153846,33990.32135491083,2184
CASH_IN,1,92,1,6,34250,5708.333333333333,8843.66534117312,2185
CASH_OUT,1,92,1,3,4450,1483.3333333333333,513.1601439446885,2185
PAYMENT,1,92,1,80,3051480,38143.5,154282.7767309844,2185
TRANSFER,1,92,1,137,2557700,18669.343065693432,42376.279248509025,2185
CASH_IN,1,92,2,5,56150,11230.0,13522.601450904334,2186
CASH_OUT,1,92,2,1,30500,30500.0,0.0,2186
PAYMENT,1,92,2,57,4564555,80079.91228070176,377405.5955816388,2186
TRANSFER,1,92,2,93,1189315,12788.333333333334,19239.87989676726,2186
CASH_IN,1,92,3,5,19955,3991.0,4049.4481105454356,2187
CASH_OUT,1,92,3,1,1050,1050.0,0.0,2187
PAYMENT,1,92,3,76,10792805,142010.59210526315,455374.6258638537,2187
TRANSFER,1,92,3,61,641905,10523.032786885246,17831.084522042973,2187
CASH_IN,1,92,4,10,26950,2695.0,2813.5041417342104,2188
CASH_OUT,1,92,4,1,1050,1050.0,0.0,2188
PAYMENT,1,92,4,66,13912700,210798.48484848486,761686.1782690628,2188
TRANSFER,1,92,4,57,626720,10995.087719298246,18488.536856156403,2188
CASH_IN,1,92,5,2,6600,3300.0,1060.6601717798212,2189
CASH_OUT,1,92,5,1,1450,1450.0,0.0,2189
PAYMENT,1,92,5,141,13867415,98350.4609929078,361042.3168099059,2189
TRANSFER,1,92,5,388,24412775,62919.52319587629,275542.6471192625,2189
CASH_IN,1,92,6,3,20600,6866.666666666667,3728.38213349079,2190
PAYMENT,1,92,6,247,22354940,90505.82995951417,174849.4468270083,2190
TRANSFER,1,92,6,340,20492975,60273.455882352944,295675.246025076,2190
CASH_IN,1,92,7,3,3535,1178.3333333333333,815.1124666776564,2191
CASH_OUT,1,92,7,5,19550,3910.0,2745.5418408758587,2191
PAYMENT,1,92,7,249,16583655,66601.02409638555,199188.496974274,2191
TRANSFER,1,92,7,307,27220390,88665.7654723127,375130.84401406284,2191
CASH_IN,1,92,8,8,12400,1550.0,925.8200997725514,2192
PAYMENT,1,92,8,282,19813640,70261.13475177305,160712.51079856072,2192
TRANSFER,1,92,8,176,5126355,29127.017045454544,68773.50989646891,2192
CASH_IN,1,92,9,3,17355,5785.0,8414.328553128882,2193
CASH_OUT,1,92,9,8,274450,34306.25,69592.46899680617,2193
DEBIT,1,92,9,8,1089500,136187.5,186252.50477702115,2193
PAYMENT,1,92,9,413,66473085,160951.77966101695,618013.5708921264,2193
TRANSFER,1,92,9,463,58828465,127059.31965442764,492101.742052808,2193
CASH_IN,1,92,10,2,3200,1600.0,777.8174593052023,2194
CASH_OUT,1,92,10,5,350500,70100.0,131513.92987056542,2194
DEBIT,1,92,10,16,8202400,512650.0,1229767.5563563493,2194
PAYMENT,1,92,10,289,24133725,83507.69896193771,357825.8573969424,2194
TRANSFER,1,92,10,454,44072265,97075.47356828194,403960.81400365144,2194
CASH_IN,1,92,11,6,48005,8000.833333333333,11375.544126179928,2195
CASH_OUT,1,92,11,8,412075,51509.375,102775.81178876324,2195
DEBIT,1,92,11,6,4730685,788447.5,703889.7225684575,2195
PAYMENT,1,92,11,317,26387030,83239.84227129338,323073.0274129166,2195
TRANSFER,1,92,11,460,21685970,47143.413043478264,138362.94466828904,2195
CASH_IN,1,92,12,6,30450,5075.0,6465.1179416929435,2196
CASH_OUT,1,92,12,3,407200,135733.33333333334,233191.7790860847,2196
DEBIT,1,92,12,4,420550,105137.5,186582.534798053,2196
PAYMENT,1,92,12,280,41462625,148080.80357142858,659647.4630680074,2196
TRANSFER,1,92,12,394,17213945,43690.21573604061,180530.40352376827,2196
CASH_IN,1,92,13,5,32200,6440.0,8097.715727290011,2197
CASH_OUT,1,92,13,8,80555,10069.375,10621.104474952554,2197
DEBIT,1,92,13,7,429000,61285.71428571428,68647.56437950362,2197
PAYMENT,1,92,13,354,42237430,119314.77401129944,545593.95667929,2197
TRANSFER,1,92,13,463,17672075,38168.62850971922,87047.63513679914,2197
CASH_IN,1,92,14,7,41550,5935.714285714285,4001.740692677197,2198
CASH_OUT,1,92,14,11,99055,9005.0,9161.854342871862,2198
DEBIT,1,92,14,8,1080955,135119.375,254381.29157452792,2198
PAYMENT,1,92,14,348,54060915,155347.4568965517,683314.9185496116,2198
TRANSFER,1,92,14,452,35762250,79120.02212389381,325994.58497451246,2198
CASH_IN,1,92,15,6,84650,14108.333333333334,13531.349403022105,2199
CASH_OUT,1,92,15,6,82700,13783.333333333334,10899.938837748892,2199
DEBIT,1,92,15,5,3647500,729500.0,792161.5996752178,2199
PAYMENT,1,92,15,270,18847960,69807.25925925926,246667.062607394,2199
TRANSFER,1,92,15,445,11404445,25627.96629213483,69839.33131965675,2199
CASH_IN,1,92,16,5,41050,8210.0,4005.215350015527,2200
CASH_OUT,1,92,16,10,151255,15125.5,20707.69589226833,2200
PAYMENT,1,92,16,239,4891745,20467.55230125523,82503.97989364105,2200
TRANSFER,1,92,16,368,7259855,19727.866847826088,51456.157126901,2200
CASH_IN,1,92,17,10,84310,8431.0,11062.516490885386,2201
CASH_OUT,1,92,17,5,71050,14210.0,10934.886830690111,2201
PAYMENT,1,92,17,263,6312175,24000.665399239544,97151.37302264609,2201
TRANSFER,1,92,17,368,7457320,20264.456521739132,51135.311933565674,2201
CASH_IN,1,92,18,3,57500,19166.666666666668,10263.20287889377,2202
CASH_OUT,1,92,18,6,81100,13516.666666666666,10220.600112843993,2202
PAYMENT,1,92,18,217,2454455,11310.852534562211,27519.643061759936,2202
TRANSFER,1,92,18,324,5749315,17744.79938271605,54013.45375237487,2202
CASH_IN,1,92,19,7,10405,1486.4285714285713,593.6800084060035,2203
CASH_OUT,1,92,19,8,105405,13175.625,15189.732302141283,2203
PAYMENT,1,92,19,217,2853715,13150.760368663594,22235.930606825754,2203
TRANSFER,1,92,19,295,4793345,16248.627118644068,64979.21033749931,2203
CASH_IN,1,92,20,6,24750,4125.0,4075.9968105973785,2204
CASH_OUT,1,92,20,6,33265,5544.166666666667,4272.809867834826,2204
PAYMENT,1,92,20,227,3531200,15555.947136563876,34582.081801587745,2204
TRANSFER,1,92,20,313,4364685,13944.680511182109,28224.27566966223,2204
CASH_IN,1,92,21,2,15550,7775.0,3853.731957466684,2205
CASH_OUT,1,92,21,8,379950,47493.75,65925.33892593955,2205
PAYMENT,1,92,21,252,5089070,20194.722222222223,79241.99908160085,2205
TRANSFER,1,92,21,293,6254175,21345.307167235496,50954.009997612855,2205
CASH_IN,1,92,22,4,7610,1902.5,1701.9621029858451,2206
CASH_OUT,1,92,22,4,89550,22387.5,23203.82062649741,2206
PAYMENT,1,92,22,152,2220885,14611.08552631579,44753.7341921873,2206
TRANSFER,1,92,22,306,3985555,13024.68954248366,23364.78043071304,2206
CASH_IN,1,92,23,5,16700,3340.0,4033.6707847815246,2207
CASH_OUT,1,92,23,2,27550,13775.0,17995.867581197635,2207
PAYMENT,1,92,23,141,1781395,12634.00709219858,22062.74533833528,2207
TRANSFER,1,92,23,244,4470230,18320.614754098362,131609.73606301038,2207
CASH_IN,1,93,0,16,144400,9025.0,8437.65370230374,2208
CASH_OUT,1,93,0,3,5150,1716.6666666666667,577.3502691896257,2208
PAYMENT,1,93,0,103,3459665,33588.98058252427,164017.49805229,2208
TRANSFER,1,93,0,167,2630330,15750.479041916167,33755.82729359718,2208
CASH_IN,1,93,1,5,11150,2230.0,813.6338242723197,2209
PAYMENT,1,93,1,81,1983120,24482.962962962964,43830.44171704309,2209
TRANSFER,1,93,1,130,2704785,20806.03846153846,49318.528876882614,2209
CASH_IN,1,93,2,5,20700,4140.0,3858.8210634855823,2210
CASH_OUT,1,93,2,7,76005,10857.857142857143,9920.287234224814,2210
PAYMENT,1,93,2,47,3651650,77694.68085106384,429096.76846356486,2210
TRANSFER,1,93,2,108,2074495,19208.287037037036,57868.12897854558,2210
CASH_IN,1,93,3,5,23750,4750.0,2819.5744359743367,2211
CASH_OUT,1,93,3,2,3100,1550.0,707.1067811865476,2211
PAYMENT,1,93,3,47,590220,12557.872340425532,30819.801471877745,2211
TRANSFER,1,93,3,70,1169760,16710.85714285714,45526.76511688791,2211
CASH_IN,1,93,4,3,15600,5200.0,6341.726894151151,2212
CASH_OUT,1,93,4,2,21005,10502.5,14138.600089825019,2212
PAYMENT,1,93,4,33,339480,10287.272727272728,18562.211912365008,2212
TRANSFER,1,93,4,57,356410,6252.80701754386,10278.366237669494,2212
CASH_IN,1,93,5,3,7150,2383.3333333333335,1527.5252316519466,2213
CASH_OUT,1,93,5,1,2050,2050.0,0.0,2213
PAYMENT,1,93,5,42,3919350,93317.85714285714,354248.783863074,2213
TRANSFER,1,93,5,141,10296740,73026.52482269504,429049.09886571224,2213
CASH_OUT,1,93,6,2,6100,3050.0,0.0,2214
PAYMENT,1,93,6,44,2080620,47286.818181818184,170235.1537634043,2214
TRANSFER,1,93,6,66,1088310,16489.545454545456,35880.45610857588,2214
CASH_OUT,1,93,7,2,5800,2900.0,2616.295090390226,2215
PAYMENT,1,93,7,97,4051250,41765.463917525776,145321.93675287103,2215
TRANSFER,1,93,7,102,1526340,14964.117647058823,32736.316810579898,2215
CASH_IN,1,93,8,7,12350,1764.2857142857142,951.1897312113418,2216
CASH_OUT,1,93,8,7,82565,11795.0,10489.578558423276,2216
PAYMENT,1,93,8,119,13113420,110196.80672268907,517117.04714358074,2216
TRANSFER,1,93,8,169,3917200,23178.698224852073,85604.14621319772,2216
CASH_IN,1,93,9,4,525000,131250.0,159118.66640969564,2217
CASH_OUT,1,93,9,4,5510,1377.5,1484.0513243595497,2217
DEBIT,1,93,9,4,5585000,1396250.0,1775360.878807461,2217
PAYMENT,1,93,9,186,25192730,135444.78494623656,554177.2930891605,2217
TRANSFER,1,93,9,255,16293945,63897.82352941176,234120.95193659433,2217
CASH_IN,1,93,10,5,15155,3031.0,4212.413797337579,2218
CASH_OUT,1,93,10,15,219650,14643.333333333334,12591.974012195607,2218
DEBIT,1,93,10,6,5086650,847775.0,1961036.4386594146,2218
PAYMENT,1,93,10,224,19644065,87696.71875,385833.8467522142,2218
TRANSFER,1,93,10,294,15562790,52934.65986394558,175212.74952310705,2218
CASH_IN,1,93,11,4,8700,2175.0,1931.1050377094114,2219
CASH_OUT,1,93,11,4,52355,13088.75,14904.518540250358,2219
DEBIT,1,93,11,7,150600,21514.285714285714,19906.06512024485,2219
PAYMENT,1,93,11,226,30573845,135282.5,614599.1045208523,2219
TRANSFER,1,93,11,270,16893870,62569.88888888889,359002.26438044227,2219
CASH_IN,1,93,12,9,50350,5594.444444444444,8475.975034046394,2220
CASH_OUT,1,93,12,3,43050,14350.0,14610.5270267708,2220
DEBIT,1,93,12,9,4233000,470333.3333333333,635394.169000629,2220
PAYMENT,1,93,12,258,13986280,54210.38759689922,240035.07576541608,2220
TRANSFER,1,93,12,276,7621875,27615.489130434784,94461.12604489201,2220
CASH_IN,1,93,13,7,12250,1750.0,929.157324317757,2221
CASH_OUT,1,93,13,4,12655,3163.75,2359.6093426667053,2221
DEBIT,1,93,13,9,349550,38838.88888888889,40419.548007258956,2221
PAYMENT,1,93,13,254,19996775,78727.46062992126,358358.2057952889,2221
TRANSFER,1,93,13,326,16311285,50034.61656441718,255832.8287755777,2221
CASH_IN,1,93,14,7,51705,7386.428571428572,9090.743787999287,2222
CASH_OUT,1,93,14,7,53975,7710.714285714285,8037.954978605892,2222
DEBIT,1,93,14,11,1411550,128322.72727272728,194936.19259085314,2222
PAYMENT,1,93,14,259,34496720,133191.9691119691,548842.6951101368,2222
TRANSFER,1,93,14,279,9358890,33544.408602150535,145599.0428519885,2222
CASH_IN,1,93,15,9,65655,7295.0,9577.501631427687,2223
CASH_OUT,1,93,15,6,161150,26858.333333333332,43453.62374608897,2223
DEBIT,1,93,15,4,1499000,374750.0,533818.7114242687,2223
PAYMENT,1,93,15,206,13514350,65603.64077669903,264972.09964971355,2223
TRANSFER,1,93,15,317,12261135,38678.65930599369,161913.3483221501,2223
CASH_IN,1,93,16,9,70250,7805.555555555556,7471.380580440123,2224
CASH_OUT,1,93,16,8,116665,14583.125,13103.398942231963,2224
PAYMENT,1,93,16,232,18685415,80540.58189655172,319647.75666759384,2224
TRANSFER,1,93,16,258,4081385,15819.321705426357,27977.308516962483,2224
CASH_IN,1,93,17,11,68910,6264.545454545455,6896.105587411439,2225
CASH_OUT,1,93,17,11,117350,10668.181818181818,13222.353662023881,2225
PAYMENT,1,93,17,200,10477470,52387.35,374629.79183137004,2225
TRANSFER,1,93,17,294,4019425,13671.513605442176,25519.838201168277,2225
CASH_IN,1,93,18,8,14400,1800.0,1488.04761828569,2226
CASH_OUT,1,93,18,7,32300,4614.285714285715,7148.701180734061,2226
PAYMENT,1,93,18,193,3581000,18554.40414507772,85340.47214218116,2226
TRANSFER,1,93,18,294,5547980,18870.680272108842,72552.17036935258,2226
CASH_IN,1,93,19,7,14350,2050.0,1414.213562373095,2227
CASH_OUT,1,93,19,5,34905,6981.0,8086.264897961234,2227
PAYMENT,1,93,19,188,5279090,28080.26595744681,168155.2038648441,2227
TRANSFER,1,93,19,268,6102245,22769.57089552239,131331.63833236214,2227
CASH_IN,1,93,20,7,19765,2823.5714285714284,4323.47922616122,2228
CASH_OUT,1,93,20,4,56550,14137.5,9570.386181689153,2228
PAYMENT,1,93,20,192,4983200,25954.166666666668,152240.89235504725,2228
TRANSFER,1,93,20,267,3005275,11255.711610486891,34835.26009278973,2228
CASH_IN,1,93,21,13,40015,3078.076923076923,3396.376462779572,2229
CASH_OUT,1,93,21,9,86415,9601.666666666666,12646.929963433813,2229
PAYMENT,1,93,21,190,2544020,13389.578947368422,28877.726318652647,2229
TRANSFER,1,93,21,305,5213380,17093.049180327867,43089.977060486235,2229
CASH_IN,1,93,22,8,116750,14593.75,22228.17448805521,2230
CASH_OUT,1,93,22,2,5300,2650.0,1979.8989873223331,2230
PAYMENT,1,93,22,170,2998715,17639.5,83264.17033948327,2230
TRANSFER,1,93,22,265,4407620,16632.528301886792,44949.929465176974,2230
CASH_IN,1,93,23,12,18775,1564.5833333333333,1955.9402044370718,2231
CASH_OUT,1,93,23,4,40350,10087.5,13101.995713121976,2231
PAYMENT,1,93,23,135,2094630,15515.777777777777,26057.31541986909,2231
TRANSFER,1,93,23,221,3560350,16110.180995475113,51235.175290151456,2231
CASH_IN,1,94,0,11,99915,9083.181818181818,10933.897354723813,2232
CASH_OUT,1,94,0,9,114950,12772.222222222223,10434.08210838138,2232
PAYMENT,1,94,0,111,8794485,79229.5945945946,374499.1092355805,2232
TRANSFER,1,94,0,134,1587230,11845.0,26502.468072045183,2232
CASH_IN,1,94,1,4,11200,2800.0,1707.825127659933,2233
PAYMENT,1,94,1,79,947200,11989.87341772152,22792.80693685389,2233
TRANSFER,1,94,1,140,2739150,19565.35714285714,49723.046082697256,2233
CASH_IN,1,94,2,14,116555,8325.357142857143,10631.128181011594,2234
PAYMENT,1,94,2,52,516940,9941.153846153846,18995.82587315746,2234
TRANSFER,1,94,2,86,1166805,13567.5,27184.055326065467,2234
CASH_IN,1,94,3,3,80500,26833.333333333332,5507.570547286102,2235
CASH_OUT,1,94,3,2,67000,33500.0,22627.41699796952,2235
PAYMENT,1,94,3,33,393985,11938.939393939394,16300.209582508813,2235
TRANSFER,1,94,3,79,1102205,13951.962025316456,24720.77963537135,2235
CASH_IN,1,94,4,9,33800,3755.5555555555557,4171.8134878944165,2236
PAYMENT,1,94,4,28,622630,22236.785714285714,46651.82444954215,2236
TRANSFER,1,94,4,51,551490,10813.529411764706,29751.94718491745,2236
CASH_IN,1,94,5,3,3150,1050.0,0.0,2237
CASH_OUT,1,94,5,2,1020,510.0,7.0710678118654755,2237
PAYMENT,1,94,5,137,9656545,70485.7299270073,430680.1702883595,2237
TRANSFER,1,94,5,1501,80100390,53364.6835443038,149025.80127531526,2237
CASH_IN,1,94,6,4,14700,3675.0,2592.7784324928343,2238
PAYMENT,1,94,6,56,1051135,18770.26785714286,28518.67905298119,2238
TRANSFER,1,94,6,132,3445695,26103.75,68289.61524098266,2238
CASH_IN,1,94,7,4,56650,14162.5,24238.755984304695,2239
CASH_OUT,1,94,7,2,34550,17275.0,15874.547237637991,2239
PAYMENT,1,94,7,132,8539605,64693.97727272727,287965.249305422,2239
TRANSFER,1,94,7,129,1701440,13189.457364341086,28154.302535593848,2239
CASH_IN,1,94,8,5,85700,17140.0,35421.96352547385,2240
CASH_OUT,1,94,8,4,20650,5162.5,6955.857843094074,2240
PAYMENT,1,94,8,94,2537580,26995.531914893618,59294.81395149142,2240
TRANSFER,1,94,8,173,6085295,35175.115606936415,149290.23962818997,2240
CASH_IN,1,94,9,3,26050,8683.333333333334,6906.578989147473,2241
CASH_OUT,1,94,9,4,69545,17386.25,12696.787897600978,2241
DEBIT,1,94,9,7,5828000,832571.4285714285,1848266.8780186893,2241
PAYMENT,1,94,9,209,46040135,220287.72727272726,820768.4670892317,2241
TRANSFER,1,94,9,511,20631265,40374.29549902153,120469.35811036063,2241
CASH_IN,1,94,10,10,39760,3976.0,5412.1154212870715,2242
CASH_OUT,1,94,10,4,10200,2550.0,1290.9944487358057,2242
DEBIT,1,94,10,15,6402700,426846.6666666667,1097857.2652260056,2242
PAYMENT,1,94,10,212,28040205,132265.1179245283,571374.2602119963,2242
TRANSFER,1,94,10,663,34508620,52049.20060331825,144998.7661054194,2242
CASH_IN,1,94,11,5,32150,6430.0,4549.258181286264,2243
CASH_OUT,1,94,11,2,32550,16275.0,20117.187924757276,2243
DEBIT,1,94,11,11,3463650,314877.2727272727,847201.152136739,2243
PAYMENT,1,94,11,245,15872845,64787.12244897959,364275.0034992385,2243
TRANSFER,1,94,11,796,42217875,53037.531407035174,205277.23362947808,2243
CASH_IN,1,94,12,7,85700,12242.857142857143,11774.599376462475,2244
CASH_OUT,1,94,12,5,110550,22110.0,13431.697584445534,2244
DEBIT,1,94,12,9,283950,31550.0,19741.07393228646,2244
PAYMENT,1,94,12,239,21829260,91335.81589958159,441795.49497607956,2244
TRANSFER,1,94,12,445,11897150,26735.16853932584,51136.50341656123,2244
CASH_IN,1,94,13,9,80600,8955.555555555555,11562.153898723966,2245
CASH_OUT,1,94,13,9,99400,11044.444444444445,11100.153277219993,2245
DEBIT,1,94,13,14,3570200,255014.2857142857,501123.03971586254,2245
PAYMENT,1,94,13,265,44806860,169082.49056603774,795589.5895640856,2245
TRANSFER,1,94,13,719,26205885,36447.6842837274,82279.87635897429,2245
CASH_IN,1,94,14,4,30850,7712.5,11864.328538382048,2246
CASH_OUT,1,94,14,11,515200,46836.36363636364,125654.10476961962,2246
DEBIT,1,94,14,12,4829585,402465.4166666667,855009.4772666089,2246
PAYMENT,1,94,14,282,26324610,93349.68085106384,348852.0479750839,2246
TRANSFER,1,94,14,803,33029425,41132.53424657534,127489.95084801459,2246
CASH_IN,1,94,15,4,34760,8690.0,14658.673769023808,2247
CASH_OUT,1,94,15,8,104900,13112.5,11975.980425119988,2247
DEBIT,1,94,15,12,1724800,143733.33333333334,154996.66027682566,2247
PAYMENT,1,94,15,305,38259455,125440.83606557376,616917.3332969681,2247
TRANSFER,1,94,15,745,35763785,48005.08053691275,207637.3987356076,2247
CASH_IN,1,94,16,9,39955,4439.444444444444,8405.359318778572,2248
CASH_OUT,1,94,16,2,16550,8275.0,8803.479425772517,2248
PAYMENT,1,94,16,264,20369575,77157.48106060606,468026.5993287958,2248
TRANSFER,1,94,16,392,10038670,25608.852040816328,78816.64468073963,2248
CASH_IN,1,94,17,8,23400,2925.0,2100.170061141308,2249
CASH_OUT,1,94,17,9,76105,8456.111111111111,9771.058597261153,2249
PAYMENT,1,94,17,218,12289595,56374.28899082569,390498.71049082733,2249
TRANSFER,1,94,17,333,8668305,26030.945945945947,124434.05282817098,2249
CASH_IN,1,94,18,12,925670,77139.16666666667,260713.67808412263,2250
CASH_OUT,1,94,18,4,108000,27000.0,21809.78373727412,2250
PAYMENT,1,94,18,174,2002855,11510.66091954023,20554.90131120219,2250
TRANSFER,1,94,18,329,11720395,35624.3009118541,298014.5142394505,2250
CASH_IN,1,94,19,10,42555,4255.5,6188.755237435787,2251
CASH_OUT,1,94,19,9,85300,9477.777777777777,10378.045068530222,2251
PAYMENT,1,94,19,172,2109855,12266.598837209302,40092.79841090012,2251
TRANSFER,1,94,19,293,3658095,12484.965870307167,32632.078618509517,2251
CASH_IN,1,94,20,4,6700,1675.0,750.0,2252
CASH_OUT,1,94,20,4,32715,8178.75,9389.300981258757,2252
PAYMENT,1,94,20,182,1662010,9131.923076923076,15427.932429323575,2252
TRANSFER,1,94,20,307,3814395,12424.739413680782,23709.956884976167,2252
CASH_IN,1,94,21,2,2600,1300.0,353.5533905932738,2253
CASH_OUT,1,94,21,5,63550,12710.0,12519.654547949796,2253
PAYMENT,1,94,21,163,2542590,15598.711656441717,52620.72528190887,2253
TRANSFER,1,94,21,272,3676600,13516.911764705883,37562.43744797158,2253
CASH_IN,1,94,22,7,14850,2121.4285714285716,1484.0420992616594,2254
CASH_OUT,1,94,22,8,74490,9311.25,11913.736594488613,2254
PAYMENT,1,94,22,174,2516020,14459.885057471265,48950.13358532737,2254
TRANSFER,1,94,22,235,4328135,18417.59574468085,60541.24844885623,2254
CASH_IN,1,94,23,9,124955,13883.888888888889,12817.328060524593,2255
CASH_OUT,1,94,23,5,38500,7700.0,7739.993540048984,2255
PAYMENT,1,94,23,143,4159925,29090.384615384617,177529.6537004025,2255
TRANSFER,1,94,23,238,4684055,19680.90336134454,95039.3256109129,2255
CASH_IN,1,95,0,2,2555,1277.5,1092.479976933216,2256
CASH_OUT,1,95,0,2,33050,16525.0,19763.634534164004,2256
PAYMENT,1,95,0,112,2937885,26231.116071428572,72962.59712447584,2256
TRANSFER,1,95,0,182,2513405,13809.917582417582,32578.350162378727,2256
CASH_IN,1,95,1,7,20375,2910.714285714286,4689.479740663695,2257
PAYMENT,1,95,1,82,992640,12105.365853658537,19750.9035389584,2257
TRANSFER,1,95,1,144,2730790,18963.819444444445,94784.73147413836,2257
CASH_IN,1,95,2,6,13710,2285.0,2477.6077171336065,2258
CASH_OUT,1,95,2,1,5050,5050.0,0.0,2258
PAYMENT,1,95,2,39,3398440,87139.48717948717,454912.48565953935,2258
TRANSFER,1,95,2,104,1501820,14440.576923076924,40137.662447523115,2258
CASH_IN,1,95,3,2,2100,1050.0,0.0,2259
CASH_OUT,1,95,3,1,105,105.0,0.0,2259
PAYMENT,1,95,3,34,366365,10775.441176470587,17062.648439476277,2259
TRANSFER,1,95,3,75,876700,11689.333333333334,26283.905854761804,2259
CASH_IN,1,95,4,5,65150,13030.0,15953.07963999428,2260
CASH_OUT,1,95,4,2,2155,1077.5,1375.322689407835,2260
PAYMENT,1,95,4,26,914125,35158.653846153844,94266.29964688008,2260
TRANSFER,1,95,4,61,285965,4687.950819672131,8242.33190997594,2260
CASH_OUT,1,95,5,1,5050,5050.0,0.0,2261
PAYMENT,1,95,5,23,215225,9357.608695652174,11095.01104812892,2261
TRANSFER,1,95,5,170,4714190,27730.529411764706,22860.539695332038,2261
CASH_IN,1,95,6,3,24600,8200.0,10698.948546469415,2262
CASH_OUT,1,95,6,2,21015,10507.5,14131.529022013152,2262
PAYMENT,1,95,6,29,277950,9584.48275862069,11563.591751146878,2262
TRANSFER,1,95,6,60,581310,9688.5,15848.120251577931,2262
CASH_IN,1,95,7,5,15000,3000.0,4194.639436232869,2263
CASH_OUT,1,95,7,2,11750,5875.0,6540.737725975565,2263
PAYMENT,1,95,7,55,693075,12601.363636363636,22635.55574211088,2263
TRANSFER,1,95,7,80,696725,8709.0625,23971.471811693773,2263
CASH_IN,1,95,8,4,9300,2325.0,984.4626283748239,2264
CASH_OUT,1,95,8,2,126000,63000.0,45961.94077712559,2264
PAYMENT,1,95,8,58,1183645,20407.672413793105,98741.77527914297,2264
TRANSFER,1,95,8,99,844275,8528.030303030304,12693.204831201121,2264
CASH_IN,1,95,9,2,2600,1300.0,353.5533905932738,2265
CASH_OUT,1,95,9,3,96250,32083.333333333332,45629.16647642529,2265
PAYMENT,1,95,9,95,3217855,33872.15789473684,161448.1835566798,2265
TRANSFER,1,95,9,142,2228765,15695.528169014084,38199.23731975886,2265
CASH_IN,1,95,10,3,17400,5800.0,4130.072638586396,2266
CASH_OUT,1,95,10,2,19850,9925.0,9298.4541726031,2266
PAYMENT,1,95,10,80,823155,10289.4375,16981.35356746882,2266
TRANSFER,1,95,10,142,2019150,14219.366197183099,33670.729916970085,2266
CASH_IN,1,95,11,5,26505,5301.0,5732.931623523867,2267
CASH_OUT,1,95,11,1,4050,4050.0,0.0,2267
PAYMENT,1,95,11,93,2316045,24903.709677419356,139979.78757994194,2267
TRANSFER,1,95,11,193,4328055,22425.155440414506,113694.20145965509,2267
CASH_IN,1,95,12,9,39850,4427.777777777777,5889.297024640925,2268
